angiosperm	8.21
grain	8.2
experi	8.2
haplotyp	8.2
cm	8.2
synthas	8.195
throughput	8.195
inhibit	8.195
delet	8.19
belong	8.19
symbiosi	8.19
exist	8.19
heat	8.18
order	8.18
success	8.18
scale	8.18
econom	8.18
deg	8.17
isoflavon	8.17
densiti	8.164
screen	8.16
temperatur	8.15
worldwid	8.15
phytophthora_soja	8.14
bioinformat	8.14
classifi	8.14
assess	8.13
highlight	8.13
auxin	8.125
de	8.125
correspond	8.12
veri	8.11
viru	8.11
unknown	8.1
previou	8.09
hairi	8.09
iron	8.09
down	8.086
propos	8.086
tag	8.086
characterist	8.086
final	8.08
physic	8.07
crucial	8.07
nutrient	8.055
display	8.055
impact	8.05
architectur	8.03
reduct	8.03
upregul	8.02
strong	8.02
photoperiod	8.02
secondari	8.02
bp	8.016
direct	8.016
suppress	8.01
segreg	8.01
rhizobia	8.01
real	7.996
cold	7.992
reaction	7.992
interv	7.992
soja	7.99
aim	7.99
independ	7.984
next	7.977
consid	7.977
photosynthesi	7.973
translat	7.97
termin	7.97
fine	7.965
few	7.965
cellular	7.965
approxim	7.96
elucid	7.96
feed	7.96
aphid	7.957
anim	7.957
averag	7.957
less	7.957
modif	7.953
extens	7.953
object	7.95
cas9	7.945
fix	7.945
librari	7.945
medicago	7.945
glycine_max	7.945
nuclear	7.94
discoveri	7.938
then	7.934
box	7.93
emerg	7.93
explain	7.926
exon	7.926
evolv	7.926
engin	7.926
million	7.918
littl	7.91
gain	7.91
search	7.906
influenc	7.902
share	7.902
oxid	7.9
chickpea	7.9
overal	7.895
tree	7.895
appear	7.895
qrt	7.89
strain	7.89
where	7.883
name	7.88
discov	7.88
wheat	7.88
grown	7.875
subsequ	7.87
part	7.867
myb	7.867
least	7.86
rapid	7.86
normal	7.85
lack	7.848
primari	7.844
cd	7.844
lrr	7.84
eukaryot	7.836
f2	7.83
either	7.82
interest	7.82
grow	7.82
coat	7.812
post	7.81
mg	7.805
nine	7.805
rt	7.805
mb	7.8
align	7.797
green	7.793
paralog	7.79
rhg1	7.785
vari	7.78
progress	7.78
along	7.777
maintain	7.77
maiz	7.77
still	7.77
acceler	7.766
nb	7.766
detail	7.76
end	7.76
induct	7.758
stabl	7.754
per	7.754
measur	7.75
sugar	7.75
made	7.746
constitut	7.746
taken	7.746
phosphat	7.746
medicago_truncatula	7.742
free	7.727
tandem	7.723
achiev	7.723
platform	7.72
simpl	7.72
reproduct	7.72
compris	7.71
effort	7.707
respond	7.703
subunit	7.703
area	7.703
iii	7.7
wgd	7.695
toward	7.695
land	7.69
ethylen	7.684
dataset	7.684
yeast	7.68
william	7.68
ratio	7.68
fragment	7.676
core	7.676
particularli	7.67
omic	7.67
abil	7.664
point	7.66
highest	7.66
near	7.66
immun	7.65
treat	7.645
would	7.64
date	7.64
fold	7.64
us	7.64
sustain	7.633
cotton	7.63
climat	7.63
chlorophyl	7.63
amount	7.625
storag	7.625
make	7.625
carbon	7.62
revers	7.62
led	7.617
fruit	7.617
floral	7.613
background	7.613
properti	7.61
domin	7.605
compound	7.6
te	7.598
dynam	7.598
sa	7.594
lipid	7.582
optim	7.58
photosynthet	7.574
flavonoid	7.574
ani	7.57
systemat	7.566
biochem	7.562
often	7.562
full	7.562
microrna	7.56
damag	7.555
metal	7.55
abscis	7.547
histori	7.543
cotyledon	7.543
step	7.543
bacteria	7.54
altern	7.54
frequenc	7.54
sinc	7.54
chain	7.54
foundat	7.54
senesc	7.54
partial	7.535
should	7.53
experiment	7.53
modifi	7.527
block	7.523
polyploid	7.523
cycl	7.516
yet	7.516
residu	7.51
pea	7.508
basic	7.5
cyst	7.5
divid	7.496
oxygen	7.496
way	7.492
serv	7.484
regard	7.484
fe	7.484
ontolog	7.48
despit	7.477
monocot	7.477
morpholog	7.47
degrad	7.47
expand	7.47
becom	7.465
substitut	7.465
directli	7.457
great	7.457
splice	7.457
without	7.457
particular	7.453
did	7.45
bac	7.445
chapter	7.445
power	7.44
focus	7.44
call	7.44
tomato	7.438
height	7.438
accord	7.434
subcellular	7.434
bacteri	7.434
novo	7.434
strongli	7.434
defin	7.43
later	7.43
phase	7.43
greater	7.426
cowpea	7.42
toxic	7.406
branch	7.406
estim	7.406
sucros	7.406
precis	7.402
array	7.395
illumina	7.39
breeder	7.383
stabil	7.383
nil	7.383
particip	7.38
numer	7.375
http	7.37
substanti	7.37
substrat	7.367
truncatula	7.363
transfer	7.36
summar	7.355
comput	7.355
phaseolu	7.35
broad	7.344
materi	7.34
second	7.34
synteni	7.336
dehydr	7.332
est	7.332
color	7.33
even	7.324
address	7.324
energi	7.324
period	7.316
molecul	7.316
race	7.316
ft	7.316
capac	7.316
understood	7.312
infer	7.312
sd	7.312
purifi	7.31
repress	7.3
much	7.3
e1	7.3
primer	7.3
go	7.3
typic	7.297
complement	7.297
fluoresc	7.297
uptak	7.293
chloroplast	7.293
china	7.293
silico	7.293
polyploidi	7.29
cdna	7.285
ident	7.285
resequenc	7.285
isoform	7.28
restrict	7.28
embryo	7.28
phosphoryl	7.28
late	7.28
employ	7.277
continu	7.277
zinc	7.273
vulgari	7.27
decad	7.27
trigger	7.27
eudicot	7.27
subject	7.266
peanut	7.266
homeostasi	7.254
chr	7.254
diversif	7.25
elev	7.25
subgroup	7.25
steril	7.25
nucleu	7.25
introduc	7.246
carbohydr	7.246
accuraci	7.242
indel	7.242
probabl	7.242
effector	7.242
cost	7.24
promis	7.234
wt	7.23
oleic	7.23
death	7.23
phosphoru	7.227
state	7.227
extrem	7.227
rapidli	7.227
hair	7.227
ro	7.227
dissect	7.227
inhibitor	7.227
transpos	7.223
gm	7.223
offer	7.223
diploid	7.22
ph	7.22
special	7.22
male	7.21
antioxid	7.21
implic	7.207
resolut	7.195
greatli	7.19
deficit	7.188
alkalin	7.188
flank	7.188
tobacco	7.184
br	7.18
sub	7.176
multi	7.176
microarray	7.17
ten	7.17
ancient	7.17
distanc	7.17
contig	7.168
possess	7.168
ga	7.164
upon	7.16
context	7.16
relev	7.16
releas	7.16
inherit	7.16
unclear	7.16
phytohormon	7.16
separ	7.156
variabl	7.156
largest	7.156
pool	7.152
mass	7.152
manag	7.15
exampl	7.145
landrac	7.145
biosynthet	7.14
arabidopsis_thaliana	7.14
doubl	7.133
throughout	7.133
mapk	7.133
health	7.125
panel	7.125
jasmon	7.125
shape	7.125
conclus	7.12
ion	7.117
open	7.117
protect	7.113
leucin	7.105
calcium	7.105
account	7.1
extract	7.098
creat	7.098
lupin	7.09
rnai	7.09
parasit	7.086
transit	7.082
now	7.082
elit	7.08
epigenet	7.08
amplifi	7.074
transient	7.074
cover	7.074
gb	7.074
opportun	7.07
fertil	7.07
so	7.07
harbor	7.07
transduct	7.066
sirna	7.062
retrotransposon	7.062
hypocotyl	7.06
except	7.06
insect	7.06
verifi	7.055
cystein	7.05
endogen	7.047
pest	7.047
artifici	7.047
industri	7.047
ancestor	7.047
